# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Incremental analysis for 20090802_mist.tar.gz
# ---
# <report> <cluster> <prototype> <distance>
20090801/00fa504f0bd45969fd29d4c740c801c027698415.NothingFound C001-0805 20090801/1b405399dd51b36bb86a7ee184d4e8c7fc0a018e.FlyStudio 0.648464
20090802/97c446da41c523d00456a8c5c7650bfae82ad60b.Runouce rejected 20090802/97c446da41c523d00456a8c5c7650bfae82ad60b.Runouce 0.000140144
20090802/97fcadc6e2e48a3e1af1eb6717a12f68db640716.Banbra C002-0972 20090802/710c6effa1b5bdecdc7c1b216f984d632f6e4c77.NothingFound 0.545746
20090802/97ffc156d3bf90530ff7102c6d8e9294ee2c565c.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.498136
20090802/980486d20d3deb63cfeeeda4bc70d8dd16a9bba7.AutoRun C002-0104 20090802/42c782e1e30ea7e58b77264fe02ab25928165eea.Zbot 0.477417
20090802/9811b2bf748c48141bdf0cde0078f1eb23e9b907.Agent C002-1011 20090802/53f7a92f66f95969a2e8cd35f3ad277af842acf6.Midgare 0.552193
20090802/98140517287d9ac8918a6db137eb9ba1ef684d43.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.522169
20090802/9821d01c5af673857653cf1c6e9643d7ba78d7a9.Allaple rejected 20090802/5f08ff6737927e8a252b8cc418975cf4c89b5e57.Allaple 0.412066
20090802/98379101ad17b816ffeb88e8ba9ce915b7a46fc9.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.378632
20090802/983f51b2ffbc5a3189fc6a8e7278b5f21ff2fda3.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0949014
20090802/98674309fa756e5734dee4a5712e05ccbdc34fbf.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.179863
20090802/98bf155b004172753902fd70f7f4d784ac2b72a7.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.135949
20090802/98c522bfb9241c8eb3e6c9ea255ed433785d9dce.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.510176
20090802/98d9c7886d76b65b947d2169e797e3f124643ec3.FraudLoad C002-0973 20090802/85c0e55effa28926f2b62e7ab8923e783fadf9a2.SystemSecurity 0.489927
20090802/98f7081a1403fb2c0eb85621cfd3c461b0a9f6b9.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.235446
20090802/991260ee4928e656928be4fedd55954b2ae4d150.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.511853
20090802/992c1c3eff89c2a51afce892a47ada28b171443a.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.11419
20090802/992c40dc6b984fe37aec3dcd285da7b0746651d5.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.104883
20090802/993471c43beb7a5525e8da7a19220512fdc326a8.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.525335
20090802/993d3cfaf1ae2d2a68a025933ac7cd6197095681.NothingFound C002-1066 20090802/d027ced7b5909ecb33d9693af7d70be6541b83cd.NothingFound 0.640133
20090802/99585d4967f8bebd503f2d50b228bb333ae3a016.Agent C002-1163 20090802/99585d4967f8bebd503f2d50b228bb333ae3a016.Agent 0.000427036
20090802/995a3a15d01da22aeacd3c161e3e15e0c3033fae.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.196316
20090802/996cd04fb2e284287a16b807c0867fa04593a77e.NothingFound rejected 20090802/996cd04fb2e284287a16b807c0867fa04593a77e.NothingFound 0.000345098
20090802/99818b1a24221fc7f97c5c5a913cba4b4c7719e7.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.387321
20090802/998a5d6c9a7c000afa84d00540c8b286565e37cb.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.284318
20090802/99929577e4c00ca7438b9ac9bc8895db946280dc.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.230066
20090802/9995576d69e7c7563764edb01f0114abb40304df.Texel rejected 20090802/9995576d69e7c7563764edb01f0114abb40304df.Texel 0
20090802/999e07b32ccdf7375a3a7eb3de5af6f0c04f6d85.Zbot C002-0104 20090802/999e07b32ccdf7375a3a7eb3de5af6f0c04f6d85.Zbot 0
20090802/99d0d2f6a4b71cbc965cf7ffe555aded375ee8c9.Agent rejected 20090802/99d0d2f6a4b71cbc965cf7ffe555aded375ee8c9.Agent 9.16053e-05
20090802/9a0719ab3c7ad3b5dea8885a385253c2cd1fea80.NothingFound C002-1163 20090802/b7f5a1e972ac8165a6f8c44b00586318fe306640.Delf 0.557863
20090802/9a0bc390b499d3994317aa31bd43c4e81647080f.Virut rejected 20090802/9a0bc390b499d3994317aa31bd43c4e81647080f.Virut 3.50171e-05
20090802/9a0d4a26ff88aa6dcc5c0e5cad1412adca00b8d0.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.107673
20090802/9a10b447d39de931dcdcef3573577e73b88dc00a.FraudPack C002-1139 20090802/47871e710a6932d1ef471a1f24cbc62a0d46508f.FraudPack 0.358492
20090802/9a2f119e514c102299f97baa050ffcf69893e48b.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.205132
20090802/9a34c0f37d72f6658a48fa6eb6d3d4cc6a8aaf6e.Sality rejected 20090802/9a34c0f37d72f6658a48fa6eb6d3d4cc6a8aaf6e.Sality 0
20090802/9a35e73554da4915e24692ec539cd71d0fb4ba4f.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.39825
20090802/9a35f91cd47495763219f65e9fa9410ff5f288a5.Trats rejected 20090802/9a35f91cd47495763219f65e9fa9410ff5f288a5.Trats 0
20090802/9a5710ca943984f2d77a79552f30fdcbb3812f6e.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.220502
20090802/9a58f2a2d6e7fc1a8816fb6ef77a5f536d02b56d.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.367939
20090802/9a618a49b92682cb030af568e806ef72deb9836d.Poison rejected 20090802/009c5afccb482a69d5a47f4f8a06f9c007181702.Buzus 0.61131
20090802/9a7b9a58a92d5062a2c3dc7a3247b57391f16c6f.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.542812
20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0
20090802/9a8b302f25716aada079eff1314c852575828f87.NothingFound C002-1008 20090802/c46e993a9f926fb02cdc33c151557f757e6d7651.NothingFound 0.367001
20090802/9ab09b854ad2d9f7cd883a18e23cf2ce580f80e9.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.118958
20090802/9ad581fd622a5c0dbca26018572d37e3a3426093.NothingFound rejected 20090802/9ad581fd622a5c0dbca26018572d37e3a3426093.NothingFound 0
20090802/9ad8b2054a8df03a86b9445cc321c43559ebf0bf.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.523573
20090802/9add6f515b3e46af4c9f7f5408a76ec4d288f73c.VB C002-0140 20090802/ecd1ddc26c3d99da91497d17017c192114f4169e.VB 0.245543
20090802/9afa29849f06351a2b24573214a99f1d1fb4cee4.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.185535
20090802/9afe3f4c41f27ecfa42fd06cd9bbfa87efdd4249.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.108055
20090802/9b3465e23b0e9b5749f2a7c447b0ec2d7cb4d122.NothingFound rejected 20090802/0e5e4014e36f9033ea941db960388e01aea15815.NothingFound 0.353553
20090802/9b4919b63324d5004271c1ab50abb3be63baebb4.Virut rejected 20090802/9b4919b63324d5004271c1ab50abb3be63baebb4.Virut 0.000254537
20090802/9b4c60252f9faffffd98172552d44cbb71166e64.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.351535
20090802/9b5af884d8f4935546163ad70d2c69890c394385.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.509252
20090802/9b629a2db4bf67174cc74eec4d54e362ee69b82d.Sality rejected 20090802/9b629a2db4bf67174cc74eec4d54e362ee69b82d.Sality 0.000331031
20090802/9b78e6053bd13ce38502a6271ebbfe7f00e95c88.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.522751
20090802/9b952908110a098d82434bd5b398ddad546c4453.NothingFound C002-1134 20090802/ecb8386a6ea9448d17f2c968a26181077cbc2455.NothingFound 0.620534
20090802/9bd28a1ef2518280cbf1c9d862f6a9c45c6033c4.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.236011
20090802/9c2b417c811a7f7951adb041b607025c22c00dfc.Virut rejected 20090802/9c2b417c811a7f7951adb041b607025c22c00dfc.Virut 0
20090802/9c3f795190c44b352483050edfc94e7786193b54.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.550812
20090802/9c4bb7da487f847fee513a433d7a3fecf94c7c79.Virut rejected 20090802/9c4bb7da487f847fee513a433d7a3fecf94c7c79.Virut 0.000250619
20090802/9c50d2b263514b082e6d1b4c24c0e63e440032e9.NothingFound C002-0665 20090802/548e3ce99ede347728a642f4f949840a96e4d32c.NothingFound 0.452774
20090802/9c5238e62d5720cde7b1277c5ff12a1819a17bce.NothingFound rejected 20090802/b5dfa0b42aba01de6884246079555c31d3353dda.Lipler 0.350693
20090802/9c5422c3804441c1f607d2185fcbfaf9b2294327.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.388577
20090802/9c99561c36a46db84df61484ded3e44c0c832fb6.Messen rejected 20090802/9c99561c36a46db84df61484ded3e44c0c832fb6.Messen 0
20090802/9cb7239adfe8878da654b27746abafdf8c2d8ba7.FraudLoad rejected 20090802/9cb7239adfe8878da654b27746abafdf8c2d8ba7.FraudLoad 0.000348003
20090802/9cb829b18e00dcf05f99a2688ce1c450df2b6417.FraudLoad rejected 20090802/9cb829b18e00dcf05f99a2688ce1c450df2b6417.FraudLoad 0
20090802/9cd2ea2c7885bb877a27f8b3a07172fc3d08edd8.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.106007
20090802/9cd98dfac24f7cca36f73028be8d04379c29cb9e.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.519507
20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0
20090802/9cdee24e18ed72e72356a4fcc158ebbfcaeee37b.Agent rejected 20090802/caefd981c56407e637b46dff15a11ec2e0aaab5f.Bifrose 0.529459
20090802/9cdff043b8bc5a4166e80589236326bb026be51d.VB rejected 20090802/f379578dee3dfeb7ba12ae7230f81125e2f1ec35.VB 0.142441
20090802/9d2fdc848338ee3e083da0cea25f50090113bcec.Swizzor C002-0803 20090802/a701016b96cf4877cea15d07be6fce86605cc314.Swizzor 0.560871
20090802/9d3229247ab973f117870c4ed7186959a9f619b2.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.520762
20090802/9d357f19387ed9edac771a4a7e28181705d8035b.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.24223
20090802/9d40d976364027e132b64529b0d3460b0957647e.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.362876
20090802/9d412bc96ffe9033c0e70c7775193ccf38684aed.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.182037
20090802/9d49b0e04001db2fb234d0d2b9f176597663ed28.Hupigon rejected 20090802/9d49b0e04001db2fb234d0d2b9f176597663ed28.Hupigon 0.000324215
20090802/9d5aebd13227b8107cf7cf9ab9b129e80443dcb5.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0.4907
20090802/9d6819b8ba53623825269b043ae02bd8d3cda174.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.38214
20090802/9d74b45a82d1e37516850c10dcc4146c83a50512.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.373241
20090802/9d7d267754dbc6f2545152c48329d9cf20a510a8.Tdss C002-1118 20090802/9d7d267754dbc6f2545152c48329d9cf20a510a8.Tdss 0
20090802/9d8ffb74ebd48c6b09d728a0b50ca7e532930981.OnLineGames rejected 20090802/5696f966e292ac7e833f5b03d8b59712937ac3e3.OnLineGames 0.60163
20090802/9d9f8b27fa69695d5e58b4bcfcfa3bbaf545a14c.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.382471
20090802/9db1baccfd3d5bea4b8b95b6f93668a91ba7714a.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.529561
20090802/9db2ade03c1f2fdf39d7d41b5ddab0a79ef64e01.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.177974
20090802/9dfebe245f8d532880c079f3a7f9471f1957da37.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.223916
20090802/9e07927a01aafb43534ba57a560f0d54b8bffe1f.NothingFound rejected 20090802/28150a9d2f913f6cc81b11feee758685c59ede2b.Texel 0.351161
20090802/9e3c82c56c795253e231eb93ae524a0f74a73442.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.557957
20090802/9e409920ed99b563add0fbe9be7128e1c492d203.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.521899
20090802/9e655b5a3ebd19206ada63c025fe160ef26c2a2a.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.190044
20090802/9e6b60db180a4e20ce7db6a0f81378e9740a35e6.Downloader rejected 20090802/9e6b60db180a4e20ce7db6a0f81378e9740a35e6.Downloader 0
20090802/9e6dd00fec6c0823203286e0e967b934d2fe09f4.NothingFound C002-0665 20090802/548e3ce99ede347728a642f4f949840a96e4d32c.NothingFound 0.478938
20090802/9e9da80429a6264f8902a8e2150bc5be6fc2267d.Texel rejected 20090802/9e9da80429a6264f8902a8e2150bc5be6fc2267d.Texel 0
20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0
20090802/9ebcd252a1f537c21b7a6db0cf22604de8cd90ef.Scar rejected 20090802/cb844354b4ca759d67896b7b54613fc725cbbbca.Bifrose 0.619656
20090802/9ebec80726c4b9b5f3dbc36fe58e7512d6d84936.Swizzor C002-0803 20090802/4b3623532f0329ffad5207718fa2bc2891fc3b38.Swizzor 0.551923
20090802/9eea8413939ccc3a077682fc7e6ecfdc69d4ce0d.Lipler C002-0233 20090802/7537b4a3a3cc717c382591780fe943e745ebcc38.Lipler 0.426571
20090802/9ef89a0f25697ab707ddd97652998c6ac4aec921.Agent C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.602374
20090802/9f0950a114452b8c6ccaa4b3bd462b28155f0fbc.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.539111
20090802/9f262735e2fee75f4a94dbfc3ba1c3d3cb7601eb.AutoRun rejected 20090802/5df9f1848a7a2e3b8211ab6bc92accdfbdf6c6a8.AutoRun 0
20090802/9f35a2843d894da6e0cdf0239bb0ae6810224ab0.Anilogo rejected 20090802/9f35a2843d894da6e0cdf0239bb0ae6810224ab0.Anilogo 0
20090802/9f5c72674fc6c29e28f167acf385821e98872138.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.08778
20090802/9f64a49634f5aabc6cf2e774de9176f1fe74afdd.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.532338
20090802/9f7136c4d6b20ac748a4308eca3d94b3f24142a3.NothingFound rejected 20090802/9f7136c4d6b20ac748a4308eca3d94b3f24142a3.NothingFound 0
20090802/9f7220016be9e1e667f1ea5cfb5fa2abce089cff.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.385039
20090802/9f854aaf46732e74f4444ac8b0ba254c9e2c9b3f.FraudLoad C002-1133 20090802/605585c45c29139aab804db34ebe53c68ac6566d.Vilsel 0.124222
20090802/9f8d0186956c573636589223b8c175af3c7b4eca.SystemSecurity C002-0973 20090802/85c0e55effa28926f2b62e7ab8923e783fadf9a2.SystemSecurity 0.415802
20090802/9f9c24c114ab176dc5c3015dbdbacb44ca5b42a2.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.511984
20090802/9fa46c711ee00d4ecdb0b0d5c92c4bc9d2bddd0a.VB C002-1148 20090802/62dc052bc0b2c683fa1b0168000dbe37550a367c.NothingFound 0.576108
20090802/9faf3348600558511c92070264ba27a80a707b98.Agent rejected 20090802/9faf3348600558511c92070264ba27a80a707b98.Agent 0.00045462
20090802/9fb68a53cbda31c1dcbdc078b3c81bf516c22ca2.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0.179287
20090802/9fc9226db3c6d132048924414a4b1ff6a93f18be.NothingFound rejected 20090802/9fc9226db3c6d132048924414a4b1ff6a93f18be.NothingFound 0.000210278
20090802/9fe66c591eb8afb60fde55ea29e8d77a0d8ccff9.NothingFound rejected 20090802/9fe66c591eb8afb60fde55ea29e8d77a0d8ccff9.NothingFound 0
20090802/a0002653cf2c143290de3abf08ec88d364b6af8c.NothingFound rejected 20090802/a0002653cf2c143290de3abf08ec88d364b6af8c.NothingFound 0.000177801
20090802/a016e241fdb3badce99b426a47dd3619c3d6bfb2.NothingFound C002-1148 20090802/de7232ec873e9a08792fac68ccd19869f6a0e2b1.NothingFound 0.517867
20090802/a018f7dac3c0fa2bde83a39e0b7ddff5c7e6de20.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.512798
20090802/a01af39236b32017d3f029564f595d8bb0d735bf.NothingFound rejected 20090802/a01af39236b32017d3f029564f595d8bb0d735bf.NothingFound 0
20090802/a032974e216d0f1e0a1ba6b5c37e547337acbba4.NothingFound C002-0546 20090802/a032974e216d0f1e0a1ba6b5c37e547337acbba4.NothingFound 0.000115709
20090802/a03b89479c8016a209e26625888077cce40c3b71.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.107432
20090802/a044f02fae3fed5a9694225a6d1d01cffeef31af.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.503974
20090802/a0451bccf1927894bfd1e395d26f758e48cb2d36.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.258245
20090802/a047f8a33a835497ba79d015651321edfde860fa.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.53114
20090802/a04881dfff1c94045045bd702d337e2696c4fe00.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.197837
20090802/a04fe911b59fa05aebdf019c56614c77c36844e3.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.200384
20090802/a05068cb1962a602ebbfb9518e3a7b98145a1081.NothingFound C002-0665 20090802/548e3ce99ede347728a642f4f949840a96e4d32c.NothingFound 0.468968
20090802/a0662487fd22039222cd464ccf58e7f2aeee3f83.Swizzor C002-0803 20090802/a701016b96cf4877cea15d07be6fce86605cc314.Swizzor 0.571707
20090802/a06740d524d20ceb62874e57e8d6b0aad533a3a8.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.205784
20090802/a06aab2659a44086d70602042b09c9371edc4a07.Gogogovb rejected 20090802/a7605a970cd4fe9a32bbf718e8ebed03470da612.Gogogovb 0.187207
20090802/a06c1c73dbc022d8cc95f96c94b4c1570890c116.Bifrose C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.375048
20090802/a090647fc6750c19cc844cad90a6108da91ee251.VBiframe rejected 20090802/a090647fc6750c19cc844cad90a6108da91ee251.VBiframe 0.000216898
20090802/a0ae75a64ae64ca1db95e6f116089b3c185c08ce.Delf rejected 20090802/a0ae75a64ae64ca1db95e6f116089b3c185c08ce.Delf 0
20090802/a0bf057c011d0ce8fa5869a9b49f6b7c4dd4d89a.Poison rejected 20090802/a0bf057c011d0ce8fa5869a9b49f6b7c4dd4d89a.Poison 0.000306809
20090802/a0d8555a12ebf47f8dcd69219d7062a70f0c9916.NothingFound C002-1134 20090802/74659c4254eeeae0714a7ce0b8f23ca68176fc0d.NothingFound 0.568106
20090802/a0dc5bff53b2083427663bca096534b39423a9d1.NothingFound C002-1258 20090802/a0dc5bff53b2083427663bca096534b39423a9d1.NothingFound 0.000288528
20090802/a108154c8d2fac340e42b2326fcdec5d116540f7.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.224723
20090802/a10aba2ffe91b3ae6a91f8304c2c8a7fb386fc96.Tiny C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090802/a10d5bcb4b8a61e7a7077c14058e787eee5ad29b.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.511853
20090802/a1188c0ad57afd6ed084ec057fde43f42e185073.Sality rejected 20090802/e3daffc39fcf75778a91c868fcf35bf676282a98.Sality 0.453453
20090802/a12cdca53067b731c7df22e992176d078132656d.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.528943
20090802/a138268f30329dd5c93c2a34d7255103c3487833.Swizzor C002-0803 20090802/a701016b96cf4877cea15d07be6fce86605cc314.Swizzor 0.557212
20090802/a147f0fae0993b57fe64765475831a957f4b5382.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.375771
20090802/a14eef1ae8a2fe309f75aede69f2482e23c18d13.Obfuscated C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.384487
20090802/a1809466dd2e082232ade1ff4e773f55bde7613f.Obfuscated C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.387728
20090802/a18375a61577f443ee6597ceb831d185a5d0465d.FraudLoad C002-1370 20090802/abde75d1ccc94f97201aa3e358287195dd77d05d.Krap 0.484954
20090802/a18f92cd3a95fe26f2c11a93c84de78fb77f6e19.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.384652
20090802/a1bc6d5c7545bc17a3cf546231cab5bab569481e.Droco rejected 20090802/a1bc6d5c7545bc17a3cf546231cab5bab569481e.Droco 0.000195901
20090802/a1c095a44f7da9c13613c2b3de866aa9310c15d7.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.522323
20090802/a1d371cf4c65176be6d9011397d48ad1b6cb0fd6.DNSChanger rejected 20090802/a1d371cf4c65176be6d9011397d48ad1b6cb0fd6.DNSChanger 0
20090802/a1d37dfc9ac69243ec3af40afc69d54418f373cf.Parite rejected 20090802/a1d37dfc9ac69243ec3af40afc69d54418f373cf.Parite 0
20090802/a1d3a87629ba7488f04281d0cb1ce599c18b8d49.Texel rejected 20090802/a1d3a87629ba7488f04281d0cb1ce599c18b8d49.Texel 0
20090802/a20a0c6d83a0c657e146555705d8456881166bdf.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.523415
20090802/a22168eaa79a7b3f529b41a675960b2102acdaae.Buzus rejected 20090802/a22168eaa79a7b3f529b41a675960b2102acdaae.Buzus 0.00045462
20090802/a225be8fcf0d09b81e0480e27edf7f238856af43.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.491405
20090802/a23c988f38c5e69b85351f1e67c7347f628af66f.Swizzor C002-0803 20090802/4b3623532f0329ffad5207718fa2bc2891fc3b38.Swizzor 0.550856
20090802/a257db6e9dd4c034b7ae1fcd24b106e136bdfd11.NothingFound C002-1098 20090802/a257db6e9dd4c034b7ae1fcd24b106e136bdfd11.NothingFound 7.49529e-05
20090802/a25efccf686a9dff392db7b5567f088634f56339.NothingFound C002-0665 20090802/548e3ce99ede347728a642f4f949840a96e4d32c.NothingFound 0.442523
20090802/a281e13641f5bdbe443d66ad1b50640ee11b5778.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.332827
20090802/a28b301fa751f873c51ce0c0a097bc0e7e12b73d.Swizzor C002-0803 20090802/a701016b96cf4877cea15d07be6fce86605cc314.Swizzor 0.578818
20090802/a2c54267ba45d6b2327032e67257731a940fe42e.Agent rejected 20090802/a2c54267ba45d6b2327032e67257731a940fe42e.Agent 0.000230024
20090802/a2c5be3fb6ff9483cc5ad06b0f71724d1c160717.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.38708
20090802/a2d28fc8793342db1a07fc81569dd3275d63777c.Zbot C002-0104 20090802/42c782e1e30ea7e58b77264fe02ab25928165eea.Zbot 0.501516
20090802/a2d66e70c5852a754730c8f66532da4deb9071d9.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.411944
20090802/a2dc62c8686e34f8fd9f9b5cd9457da0baf216f0.Agent rejected 20090802/a2dc62c8686e34f8fd9f9b5cd9457da0baf216f0.Agent 0
20090802/a2df02d060d40c31ec14625a38e8a61d678fc57a.Inject rejected 20090802/a2df02d060d40c31ec14625a38e8a61d678fc57a.Inject 0
20090802/a2f9458281965fbf1249d2bd769c18aec07497e1.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.503974
20090802/a31721caa679aad290fe92ae9e36023c38574bd1.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.515986
20090802/a331d43a1300371763f7d2be4dee50b50cb1aa3d.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.572975
20090802/a333f11c18880e95845016d25f7c64fc7a63ec1a.Hupigon C002-1134 20090802/70c726f03fa47774934ae45a0ada8003a091f91b.Hupigon 0.333333
